ID;Área;Equipamento;QT_UN_APREENDIDAS;QT_UN_LACRADAS;QT_UN_RETIDAS;Valor Estimado;QT_UN_RETIRADAS;Mês;Data;DT_EXTRACAO;Ano
89095;4-Aduana;Equipamento de Radiação Restrita;;;7;2100,00;7;jun;23/06/2022;06/08/2023;2022
89095;4-Aduana;Decodificador de sinal para SeAC;;;7;3500,00;7;jun;23/06/2022;06/08/2023;2022
89095;4-Aduana;SmartTV Box;;;116;69600,00;116;jun;23/06/2022;06/08/2023;2022
89095;4-Aduana;Outros;;;0;0,00;0;jun;23/06/2022;06/08/2023;2022
88480;4-Aduana;Outros;;;0;0,00;0;jun;21/06/2022;06/08/2023;2022
88480;4-Aduana;Bloqueador de sinal (Jammer);;;1;500,00;1;jun;21/06/2022;06/08/2023;2022
88480;4-Aduana;Decodificador de sinal para SeAC;;;5;2500,00;5;jun;21/06/2022;06/08/2023;2022
89524;4-Aduana;Decodificador de sinal para SeAC;;;7;3500,00;7;jun;27/06/2022;06/08/2023;2022
88480;4-Aduana;Equipamento de Radiação Restrita;;;130;39000,00;130;jun;21/06/2022;06/08/2023;2022
85807;4-Aduana;Equipamento de Radiação Restrita;;;24;7200,00;24;mai;10/05/2022;06/08/2023;2022
89524;4-Aduana;Bloqueador de sinal (Jammer);;;1;500,00;1;jun;27/06/2022;06/08/2023;2022
90247;4-Aduana;Outros;;;;0,00;0;jul;05/07/2022;06/08/2023;2022
90247;4-Aduana;SmartTV Box;;;186;111600,00;186;jul;05/07/2022;06/08/2023;2022
90247;4-Aduana;Equipamento de Radiação Restrita;;;46;9200,00;46;jul;05/07/2022;06/08/2023;2022
37259;1-Comércio;Equipamento de Radiação Restrita;0;3689;;225766,80;3689;nov;30/11/2020;06/08/2023;2020
90879;4-Aduana;Equipamento de Radiação Restrita;;;70;13700,00;70;jul;11/07/2022;06/08/2023;2022
90247;4-Aduana;Decodificador de sinal para SeAC;;;3;1500,00;3;jul;05/07/2022;06/08/2023;2022
89524;4-Aduana;SmartTV Box;;;168;100800,00;168;jun;27/06/2022;06/08/2023;2022
89524;4-Aduana;Equipamento de Radiação Restrita;;;6;2700,00;6;jun;27/06/2022;06/08/2023;2022
88309;4-Aduana;Equipamento de Radiação Restrita;;;500;45560,00;500;jun;20/06/2022;06/08/2023;2022
89524;4-Aduana;Reforçador de sinal;;;6;1200,00;6;jun;27/06/2022;06/08/2023;2022
89524;4-Aduana;Outros;;;0;0,00;0;jun;27/06/2022;06/08/2023;2022
88480;4-Aduana;SmartTV Box;;;168;100800,00;168;jun;21/06/2022;06/08/2023;2022
86095;4-Aduana;Outros;;;;0,00;0;mai;24/05/2022;06/08/2023;2022
86095;4-Aduana;Cabo Metálico;;;828;82800,00;828;mai;24/05/2022;06/08/2023;2022
86096;4-Aduana;Equipamento de Radiação Restrita;;;2000;200000,00;2000;mai;27/05/2022;06/08/2023;2022
86104;4-Aduana;SmartTV Box;;;64;38400,00;64;mai;24/05/2022;06/08/2023;2022
86095;4-Aduana;Equipamento de Radiação Restrita;;;4948;742200,00;4948;mai;24/05/2022;06/08/2023;2022
85807;4-Aduana;Reforçador de sinal;;;1;200,00;1;mai;10/05/2022;06/08/2023;2022
85807;4-Aduana;SmartTV Box;;;213;127800,00;213;mai;10/05/2022;06/08/2023;2022
86104;4-Aduana;Equipamento de Radiação Restrita;;;2;600,00;2;mai;24/05/2022;06/08/2023;2022
85987;4-Aduana;Equipamento de Radiação Restrita;6720;;6720;687000,00;13440;jun;01/06/2022;06/08/2023;2022
86095;4-Aduana;Carregadores de Baterias;;;15498;2324700,00;15498;mai;24/05/2022;06/08/2023;2022
86205;4-Aduana;Bloqueador de sinal (Jammer);;;2;1000,00;2;mai;24/05/2022;06/08/2023;2022
86472;4-Aduana;SmartTV Box;;;85;51000,00;85;mai;31/05/2022;06/08/2023;2022
86472;4-Aduana;Equipamento de Radiação Restrita;;;16;4800,00;16;mai;31/05/2022;06/08/2023;2022
86394;4-Aduana;Decodificador de sinal para SeAC;;;2;1000,00;2;mai;27/05/2022;06/08/2023;2022
86472;4-Aduana;Decodificador de sinal para SeAC;;;2;1000,00;2;mai;31/05/2022;06/08/2023;2022
87266;4-Aduana;Equipamento de Radiação Restrita;;;40;24000,00;40;jun;10/06/2022;06/08/2023;2022
86394;4-Aduana;SmartTV Box;;;42;25200,00;42;mai;27/05/2022;06/08/2023;2022
86206;4-Aduana;Equipamento de Radiação Restrita;;;12;3600,00;12;mai;24/05/2022;06/08/2023;2022
86206;4-Aduana;SmartTV Box;;;82;49200,00;82;mai;24/05/2022;06/08/2023;2022
87266;4-Aduana;SmartTV Box;;;;110400,00;0;jun;10/06/2022;06/08/2023;2022
86206;4-Aduana;Decodificador de sinal para SeAC;;;3;1500,00;3;mai;24/05/2022;06/08/2023;2022
86394;4-Aduana;Equipamento de Radiação Restrita;;;6;1800,00;6;mai;27/05/2022;06/08/2023;2022
85259;4-Aduana;Decodificador de sinal para SeAC;;;1;400,00;1;abr;29/04/2022;06/08/2023;2022
54791;4-Aduana;Equipamento de Radiação Restrita;;;360;27300,00;360;mai;03/05/2021;06/08/2023;2021
54791;4-Aduana;Carregadores de Baterias;;;1050;35000,00;1050;mai;03/05/2021;06/08/2023;2021
54831;4-Aduana;Bloqueador de sinal (Jammer);;;8;3600,00;8;mai;31/05/2021;06/08/2023;2021
54840;4-Aduana;Carregadores de Baterias;;;30000;525000,00;30000;mai;05/05/2021;06/08/2023;2021
54791;4-Aduana;Cabo Metálico;;;400;8000,00;400;mai;03/05/2021;06/08/2023;2021
84609;4-Aduana;SmartTV Box;;;693;450450,00;693;abr;20/04/2022;06/08/2023;2022
83256;4-Aduana;Carregadores de Baterias;;;11000;485000,00;11000;mar;03/03/2022;06/08/2023;2022
54840;4-Aduana;Reforçador de sinal;;;4000;400000,00;4000;mai;05/05/2021;06/08/2023;2021
54470;4-Aduana;Equipamento de Radiação Restrita;;;17000;1560000,00;17000;abr;28/04/2021;06/08/2023;2021
77599;4-Aduana;Decodificador de sinal para SeAC;;;20200;10605000,00;20200;dez;17/12/2021;06/08/2023;2021
54840;4-Aduana;Equipamento de Radiação Restrita;;;67300;4620000,00;67300;mai;05/05/2021;06/08/2023;2021
83842;4-Aduana;Bloqueador de sinal (Jammer);;;3;1500,00;3;mar;14/03/2022;06/08/2023;2022
55851;4-Aduana;Equipamento de Radiação Restrita;;;9000;910000,00;9000;mai;18/05/2021;06/08/2023;2021
55851;4-Aduana;Reforçador de sinal;;;2000;260000,00;2000;mai;18/05/2021;06/08/2023;2021
83954;1-Comércio;Equipamento de Radiação Restrita;;1345;;0,00;1345;mai;25/05/2022;06/08/2023;2022
77005;4-Aduana;Bloqueador de sinal (Jammer);;;4;1800,00;4;dez;01/12/2021;06/08/2023;2021
55759;4-Aduana;Equipamento de Radiação Restrita;;;46252;4928800,00;46252;mai;13/05/2021;06/08/2023;2021
54990;4-Aduana;Carregadores de Baterias;;;43000;233060,00;43000;mai;10/05/2021;06/08/2023;2021
54990;4-Aduana;Baterias;;;2289;43445,22;2289;mai;10/05/2021;06/08/2023;2021
53221;4-Aduana;Equipamento de Radiação Restrita;;;3000;180000,00;3000;mai;06/05/2021;06/08/2023;2021
54990;4-Aduana;Equipamento de Radiação Restrita;;;2040;22134,00;2040;mai;10/05/2021;06/08/2023;2021
55703;4-Aduana;SmartTV Box;;;20000;4000000,00;20000;mai;27/05/2021;06/08/2023;2021
39974;3-E-commerce;SmartTV Box;0;0;;0,00;0;out;29/10/2020;06/08/2023;2020
51820;4-Aduana;Equipamento de Radiação Restrita;;;48;16800,00;48;mar;22/03/2021;06/08/2023;2021
51372;4-Aduana;Decodificador de sinal para SeAC;;;5;2380,00;5;mar;16/03/2021;06/08/2023;2021
52121;4-Aduana;Decodificador de sinal para SeAC;;;5150;1854000,00;5150;abr;07/04/2021;06/08/2023;2021
75588;4-Aduana;Equipamento de Radiação Restrita;;;30000;1250000,00;30000;out;21/10/2021;06/08/2023;2021
51368;4-Aduana;SmartTV Box;;;39763;7952600,00;39763;dez;10/12/2021;06/08/2023;2021
75197;4-Aduana;Bloqueador de sinal (Jammer);;;4;1800,00;4;nov;17/11/2021;06/08/2023;2021
49372;4-Aduana;SmartTV Box;;;3;600,00;3;jan;29/01/2021;06/08/2023;2021
74627;4-Aduana;Antena;;;2500;62500,00;2500;set;17/09/2021;06/08/2023;2021
51368;4-Aduana;Equipamento de Radiação Restrita;;;530;71000,00;530;dez;10/12/2021;06/08/2023;2021
51368;4-Aduana;Carregadores de Baterias;;;408;352410,00;408;dez;10/12/2021;06/08/2023;2021
74627;4-Aduana;Cabo Óptico;;;15000;375000,00;15000;set;17/09/2021;06/08/2023;2021
75690;4-Aduana;Carregadores de Baterias;;;56700;1701000,00;56700;out;21/10/2021;06/08/2023;2021
74575;4-Aduana;Bloqueador de sinal (Jammer);;;5;2250,00;5;set;28/09/2021;06/08/2023;2021
83580;4-Aduana;Bloqueador de sinal (Jammer);;;1;500,00;1;mar;07/03/2022;06/08/2023;2022
75690;4-Aduana;Equipamento de Radiação Restrita;;;14920;657300,00;14920;out;21/10/2021;06/08/2023;2021
52875;4-Aduana;Equipamento de Radiação Restrita;;;15000;2655000,00;15000;abr;14/04/2021;06/08/2023;2021
83577;4-Aduana;Bloqueador de sinal (Jammer);;;1;500,00;1;mar;07/03/2022;06/08/2023;2022
74627;4-Aduana;Outros;;;1500;150000,00;1500;set;17/09/2021;06/08/2023;2021
74627;4-Aduana;Equipamento de Rede de Dados;;;500;50000,00;500;set;17/09/2021;06/08/2023;2021
53221;4-Aduana;SmartTV Box;;;32000;6400000,00;32000;mai;06/05/2021;06/08/2023;2021
74575;4-Aduana;Equipamento de Radiação Restrita;;;1;1350,00;1;set;28/09/2021;06/08/2023;2021
52469;4-Aduana;Bloqueador de sinal (Jammer);;;18;0,00;18;abr;27/04/2021;06/08/2023;2021
53332;4-Aduana;Equipamento de Radiação Restrita;;;13320;2586171,20;13320;abr;23/04/2021;06/08/2023;2021
81120;4-Aduana;Carregadores de Baterias;;;60000;335400,00;60000;jan;12/01/2022;06/08/2023;2022
81120;4-Aduana;Outros;;;11180;125104,20;11180;jan;12/01/2022;06/08/2023;2022
81233;4-Aduana;Bloqueador de sinal (Jammer);;;1;500,00;1;jan;03/01/2022;06/08/2023;2022
60169;4-Aduana;SmartTV Box;;;43200;8700000,00;43200;mai;25/05/2021;06/08/2023;2021
81120;4-Aduana;Outros;;;23640;661210,80;23640;jan;12/01/2022;06/08/2023;2022
94978;1-Comércio;Equipamento de Radiação Restrita;;;;0,00;0;dez;16/12/2022;06/08/2023;2022
78039;4-Aduana;Bloqueador de sinal (Jammer);;;2;900,00;2;dez;22/12/2021;06/08/2023;2021
84335;4-Aduana;SmartTV Box;;;14;2800,00;14;mar;29/03/2022;06/08/2023;2022
71868;4-Aduana;Bloqueador de sinal (Jammer);;;9;4050,00;9;jul;27/07/2021;06/08/2023;2021
71868;4-Aduana;Outros;;;1;1350,00;1;jul;27/07/2021;06/08/2023;2021
84335;4-Aduana;Equipamento de Radiação Restrita;;;4;1200,00;4;mar;29/03/2022;06/08/2023;2022
84608;4-Aduana;SmartTV Box;;;452;293800,00;452;abr;11/04/2022;06/08/2023;2022
84433;4-Aduana;Decodificador de sinal para SeAC;;;8;1600,00;8;abr;06/04/2022;06/08/2023;2022
84433;4-Aduana;Equipamento de Radiação Restrita;;;6;1800,00;6;abr;06/04/2022;06/08/2023;2022
84608;4-Aduana;Decodificador de sinal para SeAC;;;3;600,00;3;abr;11/04/2022;06/08/2023;2022
84608;4-Aduana;Equipamento de Radiação Restrita;;;12;3600,00;12;abr;11/04/2022;06/08/2023;2022
84433;4-Aduana;SmartTV Box;;;313;203450,00;313;abr;06/04/2022;06/08/2023;2022
84351;4-Aduana;Equipamento de Radiação Restrita;;;2;600,00;2;mar;30/03/2022;06/08/2023;2022
84351;4-Aduana;SmartTV Box;;;55;11000,00;55;mar;30/03/2022;06/08/2023;2022
60976;4-Aduana;Outros;2;;;2700,00;2;jun;30/06/2021;06/08/2023;2021
84390;4-Aduana;SmartTV Box;;;128;83200,00;128;mar;31/03/2022;06/08/2023;2022
84390;4-Aduana;Equipamento de Radiação Restrita;;;40;12000,00;40;mar;31/03/2022;06/08/2023;2022
81697;4-Aduana;Bloqueador de sinal (Jammer);;;1;500,00;1;jan;05/01/2022;06/08/2023;2022
60285;1-Comércio;Equipamento óptico;;260;;0,00;260;jul;30/07/2021;06/08/2023;2021
60285;1-Comércio;Equipamento óptico;;550;;0,00;550;jul;30/07/2021;06/08/2023;2021
60285;1-Comércio;Equipamento óptico;;17;;0,00;17;jul;30/07/2021;06/08/2023;2021
83043;4-Aduana;Equipamento de Rede de Dados;;;10;150000,00;10;fev;24/02/2022;06/08/2023;2022
83043;4-Aduana;Cabo Óptico;;;1200;1200000,00;1200;fev;24/02/2022;06/08/2023;2022
60285;1-Comércio;Equipamento óptico;;10;;0,00;10;jul;30/07/2021;06/08/2023;2021
60285;1-Comércio;Equipamento óptico;;9;;0,00;9;jul;30/07/2021;06/08/2023;2021
60169;4-Aduana;Carregadores de Baterias;;;300;12000,00;300;mai;25/05/2021;06/08/2023;2021
51819;4-Aduana;SmartTV Box;;;134966;27053200,00;134966;dez;20/12/2021;06/08/2023;2021
60285;1-Comércio;Equipamento óptico;;24;;0,00;24;jul;30/07/2021;06/08/2023;2021
60285;1-Comércio;Equipamento óptico;;6;;0,00;6;jul;30/07/2021;06/08/2023;2021
51819;4-Aduana;Carregadores de Baterias;;;192458;5883470,00;192458;dez;20/12/2021;06/08/2023;2021
51819;4-Aduana;Outros;;;6200;478500,00;6200;dez;20/12/2021;06/08/2023;2021
51819;4-Aduana;Antena;;;2500;62500,00;2500;dez;20/12/2021;06/08/2023;2021
51819;4-Aduana;Cabo Óptico;;;15000;375000,00;15000;dez;20/12/2021;06/08/2023;2021
84284;4-Aduana;Bloqueador de sinal (Jammer);;;1;500,00;1;mar;28/03/2022;06/08/2023;2022
83001;4-Aduana;Bloqueador de sinal (Jammer);;;1;500,00;1;fev;16/02/2022;06/08/2023;2022
51819;4-Aduana;Baterias;;;2289;43445,22;2289;dez;20/12/2021;06/08/2023;2021
51819;4-Aduana;Decodificador de sinal para SeAC;;;25355;12461380,00;25355;dez;20/12/2021;06/08/2023;2021
51819;4-Aduana;Equipamento de Radiação Restrita;;;219270;19534505,20;219270;dez;20/12/2021;06/08/2023;2021
60976;4-Aduana;Bloqueador de sinal (Jammer);29;;;13050,00;29;jun;30/06/2021;06/08/2023;2021
51819;4-Aduana;Cabo Metálico;;;400;8000,00;400;dez;20/12/2021;06/08/2023;2021
51819;4-Aduana;Reforçador de sinal;;;6000;660000,00;6000;dez;20/12/2021;06/08/2023;2021
71190;1-Comércio;Equipamento óptico;;1171;;0,00;1171;ago;02/08/2021;06/08/2023;2021
93967;4-Aduana;Outros;;;0;0,00;0;set;09/09/2022;06/08/2023;2022
93967;4-Aduana;SmartTV Box;;;100;60000,00;100;set;09/09/2022;06/08/2023;2022
94286;4-Aduana;Outros;;;0;0,00;0;set;14/09/2022;06/08/2023;2022
93967;4-Aduana;Equipamento de Radiação Restrita;;;54;10800,00;54;set;09/09/2022;06/08/2023;2022
93969;4-Aduana;Equipamento de Radiação Restrita;;;131;26200,00;131;set;09/09/2022;06/08/2023;2022
93978;4-Aduana;Equipamento de Radiação Restrita;;;250;50000,00;250;set;09/09/2022;06/08/2023;2022
93466;4-Aduana;Reforçador de sinal;;;2;500,00;2;ago;15/08/2022;06/08/2023;2022
93978;4-Aduana;Decodificador de sinal para SeAC;;;2;1000,00;2;set;09/09/2022;06/08/2023;2022
94286;4-Aduana;Decodificador de sinal para SeAC;;;9;4500,00;9;set;14/09/2022;06/08/2023;2022
94286;4-Aduana;SmartTV Box;;;196;117600,00;196;set;14/09/2022;06/08/2023;2022
94286;4-Aduana;Bloqueador de sinal (Jammer);;;3;960,00;3;set;14/09/2022;06/08/2023;2022
90879;4-Aduana;Bloqueador de sinal (Jammer);;;3;960,00;3;jul;11/07/2022;06/08/2023;2022
94285;4-Aduana;Equipamento de Radiação Restrita;;;152;30400,00;152;set;14/09/2022;06/08/2023;2022
93969;4-Aduana;SmartTV Box;;;223;133800,00;223;set;09/09/2022;06/08/2023;2022
94285;4-Aduana;SmartTV Box;;;74;44000,00;74;set;14/09/2022;06/08/2023;2022
94285;4-Aduana;Outros;;;;0,00;0;set;14/09/2022;06/08/2023;2022
93978;4-Aduana;SmartTV Box;;;275;165900,00;275;set;09/09/2022;06/08/2023;2022
93734;4-Aduana;SmartTV Box;;;216;129600,00;216;ago;26/08/2022;06/08/2023;2022
93734;4-Aduana;Equipamento de Radiação Restrita;;;262;52400,00;262;ago;26/08/2022;06/08/2023;2022
93734;4-Aduana;Outros;;;;2000,00;0;ago;26/08/2022;06/08/2023;2022
93733;4-Aduana;SmartTV Box;;;86;51600,00;86;ago;26/08/2022;06/08/2023;2022
93466;4-Aduana;Celulares;;;1;1100,00;1;ago;15/08/2022;06/08/2023;2022
93735;4-Aduana;Equipamento de Radiação Restrita;;;234;46550,00;234;ago;31/08/2022;06/08/2023;2022
93466;4-Aduana;Outros;;;;0,00;0;ago;15/08/2022;06/08/2023;2022
93733;4-Aduana;Equipamento de Radiação Restrita;;;120;24000,00;120;ago;26/08/2022;06/08/2023;2022
93735;4-Aduana;SmartTV Box;;;348;208800,00;348;ago;31/08/2022;06/08/2023;2022
93787;4-Aduana;Bloqueador de sinal (Jammer);;;1;320,00;1;ago;26/08/2022;06/08/2023;2022
93787;4-Aduana;Decodificador de sinal para SeAC;;;1;500,00;1;ago;26/08/2022;06/08/2023;2022
93787;4-Aduana;Outros;;;;0,00;0;ago;26/08/2022;06/08/2023;2022
93787;4-Aduana;SmartTV Box;;;186;111600,00;186;ago;26/08/2022;06/08/2023;2022
93735;4-Aduana;Decodificador de sinal para SeAC;;;1;500,00;1;ago;31/08/2022;06/08/2023;2022
93875;4-Aduana;Equipamento de Radiação Restrita;;;85864;3695600,00;85864;set;21/09/2022;06/08/2023;2022
93735;4-Aduana;Outros;;;0;0,00;0;ago;31/08/2022;06/08/2023;2022
93787;4-Aduana;Equipamento de Radiação Restrita;;;93;18600,00;93;ago;26/08/2022;06/08/2023;2022
93969;4-Aduana;Outros;;;0;0,00;0;set;09/09/2022;06/08/2023;2022
94814;4-Aduana;Equipamento de Radiação Restrita;;;46;9200,00;46;set;28/09/2022;06/08/2023;2022
94813;4-Aduana;Outros;;;0;0,00;0;set;26/09/2022;06/08/2023;2022
94287;4-Aduana;Equipamento de Radiação Restrita;;;139;27800,00;139;set;16/09/2022;06/08/2023;2022
94813;4-Aduana;Decodificador de sinal para SeAC;;;1;500,00;1;set;26/09/2022;06/08/2023;2022
94813;4-Aduana;Equipamento de Radiação Restrita;;;207;41400,00;207;set;26/09/2022;06/08/2023;2022
94814;4-Aduana;Decodificador de sinal para SeAC;;;13;6500,00;13;set;28/09/2022;06/08/2023;2022
94813;4-Aduana;SmartTV Box;;;330;198000,00;330;set;26/09/2022;06/08/2023;2022
94814;4-Aduana;Outros;;;0;0,00;0;set;28/09/2022;06/08/2023;2022
94948;4-Aduana;Decodificador de sinal para SeAC;;;4;2000,00;4;set;28/09/2022;06/08/2023;2022
94948;4-Aduana;Equipamento de Radiação Restrita;;;109;13652,00;109;set;28/09/2022;06/08/2023;2022
94948;4-Aduana;Outros;;;;0,00;0;set;28/09/2022;06/08/2023;2022
94948;4-Aduana;SmartTV Box;;;63;37800,00;63;set;28/09/2022;06/08/2023;2022
94815;4-Aduana;SmartTV Box;;;152;91200,00;152;set;30/09/2022;06/08/2023;2022
94812;4-Aduana;Outros;;;0;0,00;0;set;26/09/2022;06/08/2023;2022
94815;4-Aduana;Decodificador de sinal para SeAC;;;5;2500,00;5;set;30/09/2022;06/08/2023;2022
94815;4-Aduana;Outros;;;0;0,00;0;set;30/09/2022;06/08/2023;2022
94814;4-Aduana;SmartTV Box;;;304;182400,00;304;set;28/09/2022;06/08/2023;2022
94374;4-Aduana;Reforçador de sinal;;;3;600,00;3;set;23/09/2022;06/08/2023;2022
94374;4-Aduana;Equipamento de Radiação Restrita;;;162;39700,00;162;set;23/09/2022;06/08/2023;2022
94374;4-Aduana;SmartTV Box;;;57;34200,00;57;set;23/09/2022;06/08/2023;2022
94374;4-Aduana;Celulares;;;3;7200,00;3;set;23/09/2022;06/08/2023;2022
94287;4-Aduana;SmartTV Box;;;359;215400,00;359;set;16/09/2022;06/08/2023;2022
94374;4-Aduana;Outros;;;0;0,00;0;set;23/09/2022;06/08/2023;2022
94287;4-Aduana;Decodificador de sinal para SeAC;;;1;500,00;1;set;16/09/2022;06/08/2023;2022
94287;4-Aduana;Outros;;;;0,00;0;set;16/09/2022;06/08/2023;2022
94592;4-Aduana;Celulares;;;4;12540,00;4;set;23/09/2022;06/08/2023;2022
94812;4-Aduana;Equipamento de Radiação Restrita;;;254;50800,00;254;set;26/09/2022;06/08/2023;2022
73369;4-Aduana;Carregadores de Baterias;;;55000;3025000,00;55000;ago;10/08/2021;06/08/2023;2021
94812;4-Aduana;SmartTV Box;;;291;174600,00;291;set;26/09/2022;06/08/2023;2022
73369;4-Aduana;Outros;;;4700;328500,00;4700;ago;10/08/2021;06/08/2023;2021
94592;4-Aduana;Equipamento de Radiação Restrita;;;81;17850,00;81;set;23/09/2022;06/08/2023;2022
94812;4-Aduana;Decodificador de sinal para SeAC;;;5;2500,00;5;set;26/09/2022;06/08/2023;2022
94592;4-Aduana;Reforçador de sinal;;;1;200,00;1;set;23/09/2022;06/08/2023;2022
94592;4-Aduana;SmartTV Box;;;132;79200,00;132;set;23/09/2022;06/08/2023;2022
94286;4-Aduana;Equipamento de Radiação Restrita;;;311;62200,00;311;set;14/09/2022;06/08/2023;2022
92154;4-Aduana;Equipamento de Radiação Restrita;;;343;68600,00;343;jul;26/07/2022;06/08/2023;2022
91429;4-Aduana;Equipamento de Radiação Restrita;;;60;12000,00;60;jul;19/07/2022;06/08/2023;2022
92154;4-Aduana;SmartTV Box;;;53;31800,00;53;jul;26/07/2022;06/08/2023;2022
92919;4-Aduana;Outros;;;0;0,00;0;ago;02/08/2022;06/08/2023;2022
93466;4-Aduana;SmartTV Box;;;139;83400,00;139;ago;15/08/2022;06/08/2023;2022
92154;4-Aduana;Outros;;;0;0,00;0;jul;26/07/2022;06/08/2023;2022
91429;4-Aduana;SmartTV Box;;;229;137400,00;229;jul;19/07/2022;06/08/2023;2022
92919;4-Aduana;SmartTV Box;;;89;53400,00;89;ago;02/08/2022;06/08/2023;2022
92919;4-Aduana;Equipamento de Radiação Restrita;;;137;27400,00;137;ago;02/08/2022;06/08/2023;2022
90879;4-Aduana;Decodificador de sinal para SeAC;;;1;500,00;1;jul;11/07/2022;06/08/2023;2022
90879;4-Aduana;Outros;;;0;0,00;0;jul;11/07/2022;06/08/2023;2022
93512;4-Aduana;SmartTV Box;;;159;95400,00;159;ago;16/08/2022;06/08/2023;2022
93466;4-Aduana;Equipamento de Radiação Restrita;;;136;27200,00;136;ago;15/08/2022;06/08/2023;2022
93512;4-Aduana;Equipamento de Radiação Restrita;;;66;13200,00;66;ago;16/08/2022;06/08/2023;2022
77013;1-Comércio;Carregadores de Baterias;117600;;;0,00;117600;dez;13/12/2021;06/08/2023;2021
77696;1-Comércio;Equipamento de Radiação Restrita;37;;;0,00;37;jan;13/01/2022;06/08/2023;2022
83740;1-Comércio;Equipamento de Radiação Restrita;;1020;;0,00;1020;mar;15/03/2022;06/08/2023;2022
83738;1-Comércio;Outros;;90;;0,00;90;abr;28/04/2022;06/08/2023;2022
73815;;Carregadores de Baterias;10;0;0;0,00;10;set;30/09/2021;06/08/2023;2021
83741;1-Comércio;Equipamento de Radiação Restrita;;768;;0,00;768;abr;07/04/2022;06/08/2023;2022
100933;4-Aduana;Equipamento de Radiação Restrita;;;9000;0,00;9000;dez;23/12/2022;06/08/2023;2022
100932;4-Aduana;Equipamento de Radiação Restrita;;;8000;0,00;8000;dez;23/12/2022;06/08/2023;2022
42114;4-Aduana;SmartTV Box;;52000;;0,00;52000;set;22/09/2020;06/08/2023;2020
82114;1-Comércio;Carregadores de Baterias;;57000;;0,00;57000;fev;18/02/2022;06/08/2023;2022
82114;1-Comércio;Equipamento de Radiação Restrita;;6810;;0,00;6810;fev;18/02/2022;06/08/2023;2022
83741;1-Comércio;Carregadores de Baterias;;7306;;0,00;7306;abr;07/04/2022;06/08/2023;2022
76734;1-Comércio;Carregadores de Baterias;9270;;;0,00;9270;dez;02/12/2021;06/08/2023;2021
94476;1-Comércio;Equipamento de Radiação Restrita;;2400;;0,00;2400;set;29/09/2022;06/08/2023;2022
76734;1-Comércio;Equipamento de Radiação Restrita;6045;;;0,00;6045;dez;02/12/2021;06/08/2023;2021
55005;4-Aduana;Equipamento de Radiação Restrita;;;904;46962,71;904;jul;01/07/2021;06/08/2023;2021
72080;4-Aduana;Cabo Metálico;;;1200;196750,00;1200;set;24/09/2021;06/08/2023;2021
54910;4-Aduana;SmartTV Box;;;200;3850,00;200;mai;04/05/2021;06/08/2023;2021
55002;4-Aduana;Equipamento de Radiação Restrita;;;2500;14269,12;2500;jun;30/06/2021;06/08/2023;2021
55000;4-Aduana;Equipamento de Radiação Restrita;;;1470;29009,88;1470;jun;30/06/2021;06/08/2023;2021
72079;4-Aduana;SmartTV Box;;;14000;280000,00;14000;ago;02/08/2021;06/08/2023;2021
84140;4-Aduana;Equipamento de Radiação Restrita;;;;157500,00;0;jun;07/06/2022;06/08/2023;2022
55003;4-Aduana;Equipamento de Radiação Restrita;;;318;4867,04;318;jul;02/07/2021;06/08/2023;2021
55004;4-Aduana;Equipamento de Radiação Restrita;;;7690;57675,00;7690;jun;30/06/2021;06/08/2023;2021
55001;4-Aduana;Equipamento de Radiação Restrita;;;7500;37704,38;7500;jun;30/06/2021;06/08/2023;2021
55686;1-Comércio;Equipamento de Rede de Dados;0;1425;;0,00;1425;jul;28/07/2021;06/08/2023;2021
60675;4-Aduana;SmartTV Box;;;;77000,00;0;jun;30/06/2021;06/08/2023;2021
102741;4-Aduana;Carregadores de Baterias;;;;0,00;0;jan;30/01/2023;06/08/2023;2023
42013;4-Aduana;SmartTV Box;;2000;;0,00;2000;out;01/10/2020;06/08/2023;2020
73998;4-Aduana;Carregadores de Baterias;;;60000;750000,00;60000;out;21/10/2021;06/08/2023;2021
73992;4-Aduana;Equipamento de Radiação Restrita;;;52410;1850300,00;52410;nov;05/11/2021;06/08/2023;2021
55806;4-Aduana;Carregadores de Baterias;;;120000;114480,00;120000;mai;13/05/2021;06/08/2023;2021
42468;1-Comércio;Equipamento de Radiação Restrita;28;816;;44226,18;844;jun;09/06/2021;06/08/2023;2021
102741;4-Aduana;Equipamento de Radiação Restrita;;;;0,00;0;jan;30/01/2023;06/08/2023;2023
85518;4-Aduana;Equipamento de Radiação Restrita;0;0;2300;69000,00;2300;jun;20/06/2022;06/08/2023;2022
71921;4-Aduana;Equipamento de Radiação Restrita;;;26622;73236,46;26622;jul;14/07/2021;06/08/2023;2021
55686;1-Comércio;Outros;0;105;;0,00;105;jul;28/07/2021;06/08/2023;2021
71921;4-Aduana;Carregadores de Baterias;;;10000;26945,73;10000;jul;14/07/2021;06/08/2023;2021
55686;1-Comércio;Outros;0;372;;0,00;372;jul;28/07/2021;06/08/2023;2021
73267;4-Aduana;Equipamento de Radiação Restrita;;;3092;540944,00;3092;out;28/10/2021;06/08/2023;2021
71925;4-Aduana;Equipamento de Radiação Restrita;;;15500;73237,50;15500;jul;19/07/2021;06/08/2023;2021
55686;1-Comércio;Outros;0;236;;0,00;236;jul;28/07/2021;06/08/2023;2021
